mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
hard;action+background;73;A photo of <|man_1|> following <|woman_1|> down a street, in a stone-paved alley, Ultra HD quality.;man;woman;A photo of <|man_1|> following a woman down a street.;A photo of <|woman_1|> being followed down a street by a man.
hard;action+background;74;A photo of <|woman_1|> following <|man_1|> down a street, in an open square, Ultra HD quality.;woman;man;A photo of <|woman_1|> following a man down a street.;A photo of <|man_1|> being followed down a street by a woman.
hard;action+background;75;A photo of <|woman_1|> following <|man_1|> down a street, in an open green park, Ultra HD quality.;woman;man;A photo of <|woman_1|> following a man down a street.;A photo of <|man_1|> being followed down a street by a woman.
hard;action+background;76;A photo of <|woman_1|> whispering into <|man_1|>’s ear, in a dense forest, Ultra HD quality.;woman;man;A photo of <|woman_1|> whispering into a man’s ear.;A photo of <|man_1|> having a whisper in his ear by a woman.
hard;action+background;77;A photo of <|woman_1|> whispering into <|man_1|>’s ear, on a serene beach, Ultra HD quality.;woman;man;A photo of <|woman_1|> whispering into a man’s ear.;A photo of <|man_1|> having a whisper in his ear by a woman.
hard;action+background;78;A photo of <|man_1|> whispering into <|woman_1|>’s ear, in a remote valley, Ultra HD quality.;man;woman;A photo of <|man_1|> whispering into a woman’s ear.;A photo of <|woman_1|> having a whisper in her ear by a man.
hard;action+background;79;A photo of <|man_1|> whispering into <|woman_1|>’s ear, on a tropical beach, Ultra HD quality.;man;woman;A photo of <|man_1|> whispering into a woman’s ear.;A photo of <|woman_1|> having a whisper in her ear by a man.
hard;action+background;80;A photo of <|man_1|> and <|woman_1|> exchanging a book, in a modern conference room, Ultra HD quality.;man;woman;A photo of <|man_1|> exchanging a book with a woman.;A photo of <|woman_1|> exchanging a book with a man.
hard;action+background;81;A photo of <|man_1|> and <|woman_1|> exchanging a book, in a European town square, Ultra HD quality.;man;woman;A photo of <|man_1|> exchanging a book with a woman.;A photo of <|woman_1|> exchanging a book with a man.
hard;action+background;82;A photo of <|woman_1|> and <|man_1|> exchanging a book, in a modern office, Ultra HD quality.;woman;man;A photo of <|woman_1|> exchanging a book with a man.;A photo of <|man_1|> exchanging a book with a woman.
hard;action+background;83;A photo of <|woman_1|> and <|man_1|> exchanging a book, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A photo of <|woman_1|> exchanging a book with a man.;A photo of <|man_1|> exchanging a book with a woman.
hard;action+background;84;A photo of <|woman_1|> supporting <|man_1|> as they walk, on a quiet city street, Ultra HD quality.;woman;man;A photo of <|woman_1|> supporting a man as they walk.;A photo of <|man_1|> being supported by a woman as they walk.
hard;action+background;85;A photo of <|woman_1|> supporting <|man_1|> as they walk, on a steep city street, Ultra HD quality.;woman;man;A photo of <|woman_1|> supporting a man as they walk.;A photo of <|man_1|> being supported by a woman as they walk.
hard;action+background;86;A photo of <|man_1|> supporting <|woman_1|> as they walk, in a serene rose garden, Ultra HD quality.;man;woman;A photo of <|man_1|> supporting a woman as they walk.;A photo of <|woman_1|> being supported by a man as they walk.
hard;action+background;87;A photo of <|man_1|> supporting <|woman_1|> as they walk, in a sunlit pasture, Ultra HD quality.;man;woman;A photo of <|man_1|> supporting a woman as they walk.;A photo of <|woman_1|> being supported by a man as they walk.
hard;action+background;88;A photo of <|man_1|> and <|woman_1|> playing rock-paper-scissors, on a colorful basketball court, Ultra HD quality.;man;woman;A photo of <|man_1|> playing rock-paper-scissors with a woman.;A photo of <|woman_1|> playing rock-paper-scissors with a man.
hard;action+background;89;A photo of <|man_1|> and <|woman_1|> playing rock-paper-scissors, in a reading room, Ultra HD quality.;man;woman;A photo of <|man_1|> playing rock-paper-scissors with a woman.;A photo of <|woman_1|> playing rock-paper-scissors with a man.
hard;action+background;90;A photo of <|woman_1|> and <|man_1|> playing rock-paper-scissors, in a cozy living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> playing rock-paper-scissors with a man.;A photo of <|man_1|> playing rock-paper-scissors with a woman.
hard;action+background;91;A photo of <|woman_1|> and <|man_1|> playing rock-paper-scissors, in a modern living room, Ultra HD quality.;woman;man;A photo of <|woman_1|> playing rock-paper-scissors with a man.;A photo of <|man_1|> playing rock-paper-scissors with a woman.
hard;simple;0;A photo of <|man_1|> punching <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> punching a woman.;A photo of <|woman_1|> being punched by a man.
hard;simple;1;A photo of <|man_1|> punching <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> punching a woman.;A photo of <|woman_1|> being punched by a man.
hard;simple;2;A photo of <|woman_1|> punching <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> punching a man.;A photo of <|man_1|> being punched by a woman.
hard;simple;3;A photo of <|woman_1|> punching <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> punching a man.;A photo of <|man_1|> being punched by a woman.
hard;simple;4;A photo of <|woman_1|> kicking <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> kicking a man.;A photo of <|man_1|> being kicked by a woman.
hard;simple;5;A photo of <|woman_1|> kicking <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> kicking a man.;A photo of <|man_1|> being kicked by a woman.
hard;simple;6;A photo of <|man_1|> kicking <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> kicking a woman.;A photo of <|woman_1|> being kicked by a man.
hard;simple;7;A photo of <|man_1|> kicking <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> kicking a woman.;A photo of <|woman_1|> being kicked by a man.
hard;simple;8;A photo of <|man_1|> pushing <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> pushing a woman.;A photo of <|woman_1|> being pushed by a man.
hard;simple;9;A photo of <|man_1|> pushing <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> pushing a woman.;A photo of <|woman_1|> being pushed by a man.
hard;simple;10;A photo of <|woman_1|> pushing <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> pushing a man.;A photo of <|man_1|> being pushed by a woman.
hard;simple;11;A photo of <|woman_1|> pushing <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> pushing a man.;A photo of <|man_1|> being pushed by a woman.
hard;simple;12;A photo of <|woman_1|> patting <|man_1|> on the back, Ultra HD quality.;woman;man;A photo of <|woman_1|> patting a man on the back.;A photo of <|man_1|> being patted on the back by a woman.
hard;simple;13;A photo of <|woman_1|> patting <|man_1|> on the back, Ultra HD quality.;woman;man;A photo of <|woman_1|> patting a man on the back.;A photo of <|man_1|> being patted on the back by a woman.
hard;simple;14;A photo of <|man_1|> patting <|woman_1|> on the back, Ultra HD quality.;man;woman;A photo of <|man_1|> patting a woman on the back.;A photo of <|woman_1|> being patted on the back by a man.
hard;simple;15;A photo of <|man_1|> patting <|woman_1|> on the back, Ultra HD quality.;man;woman;A photo of <|man_1|> patting a woman on the back.;A photo of <|woman_1|> being patted on the back by a man.
hard;simple;16;A photo of <|man_1|> pointing finger at <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> pointing finger at a woman.;A photo of <|woman_1|> being pointed at by a man.
hard;simple;17;A photo of <|man_1|> pointing finger at <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> pointing finger at a woman.;A photo of <|woman_1|> being pointed at by a man.
hard;simple;18;A photo of <|woman_1|> pointing finger at <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> pointing finger at a man.;A photo of <|man_1|> being pointed at by a woman.
hard;simple;19;A photo of <|woman_1|> pointing finger at <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> pointing finger at a man.;A photo of <|man_1|> being pointed at by a woman.
hard;simple;20;A photo of <|woman_1|> hugging <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> hugging a man.;A photo of <|man_1|> being hugged by a woman.
hard;simple;21;A photo of <|woman_1|> hugging <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> hugging a man.;A photo of <|man_1|> being hugged by a woman.
hard;simple;22;A photo of <|man_1|> hugging <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> hugging a woman.;A photo of <|woman_1|> being hugged by a man.
hard;simple;23;A photo of <|man_1|> hugging <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> hugging a woman.;A photo of <|woman_1|> being hugged by a man.
hard;simple;24;A photo of <|man_1|> giving a book to <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a book to a woman.;A photo of <|woman_1|> being given a book by a man.
hard;simple;25;A photo of <|man_1|> giving a book to <|woman_1|>, Ultra HD quality.;man;woman;A photo of <|man_1|> giving a book to a woman.;A photo of <|woman_1|> being given a book by a man.
hard;simple;26;A photo of <|woman_1|> giving a book to <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a book to a man.;A photo of <|man_1|> being given a book by a woman.
hard;simple;27;A photo of <|woman_1|> giving a book to <|man_1|>, Ultra HD quality.;woman;man;A photo of <|woman_1|> giving a book to a man.;A photo of <|man_1|> being given a book by a woman.
hard;simple;28;A photo of <|woman_1|> touching <|man_1|>’s pocket, Ultra HD quality.;woman;man;A photo of <|woman_1|> touching a man’s pocket.;A photo of <|man_1|> having his pocket touched by a woman.
hard;simple;29;A photo of <|woman_1|> touching <|man_1|>’s pocket, Ultra HD quality.;woman;man;A photo of <|woman_1|> touching a man’s pocket.;A photo of <|man_1|> having his pocket touched by a woman.
hard;simple;30;A photo of <|man_1|> touching <|woman_1|>’s pocket, Ultra HD quality.;man;woman;A photo of <|man_1|> touching a woman’s pocket.;A photo of <|woman_1|> having her pocket touched by a man.
hard;simple;31;A photo of <|man_1|> touching <|woman_1|>’s pocket, Ultra HD quality.;man;woman;A photo of <|man_1|> touching a woman’s pocket.;A photo of <|woman_1|> having her pocket touched by a man.
hard;simple;32;A photo of <|man_1|> and <|woman_1|> shaking hands, Ultra HD quality.;man;woman;A photo of <|man_1|> shaking hands with a woman.;A photo of <|woman_1|> shaking hands with a man.
hard;simple;33;A photo of <|man_1|> and <|woman_1|> shaking hands, Ultra HD quality.;man;woman;A photo of <|man_1|> shaking hands with a woman.;A photo of <|woman_1|> shaking hands with a man.
hard;simple;34;A photo of <|woman_1|> and <|man_1|> shaking hands, Ultra HD quality.;woman;man;A photo of <|woman_1|> shaking hands with a man.;A photo of <|man_1|> shaking hands with a woman.
hard;simple;35;A photo of <|woman_1|> and <|man_1|> shaking hands, Ultra HD quality.;woman;man;A photo of <|woman_1|> shaking hands with a man.;A photo of <|man_1|> shaking hands with a woman.
hard;simple;36;A photo of <|woman_1|> hitting <|man_1|> with a book, Ultra HD quality.;woman;man;A photo of <|woman_1|> hitting a man with a book.;A photo of <|man_1|> being hit with a book by a woman.
hard;simple;37;A photo of <|woman_1|> hitting <|man_1|> with a book, Ultra HD quality.;woman;man;A photo of <|woman_1|> hitting a man with a book.;A photo of <|man_1|> being hit with a book by a woman.
hard;simple;38;A photo of <|man_1|> hitting <|woman_1|> with a book, Ultra HD quality.;man;woman;A photo of <|man_1|> hitting a woman with a book.;A photo of <|woman_1|> being hit with a book by a man.
hard;simple;39;A photo of <|man_1|> hitting <|woman_1|> with a book, Ultra HD quality.;man;woman;A photo of <|man_1|> hitting a woman with a book.;A photo of <|woman_1|> being hit with a book by a man.
